Unnamed: 0,ID,Stock,Date,User_Name,User_ID,User_Followers,User_Verified,User_Lists,Likes,Retweets,Replies,URL,Text
44,1215356220774764546,TSLA,2020-01-09 19:34:37+00:00,Rob Maurer,898021206967951360,134887,0,883,259,39,17,https://twitter.com/TeslaPodcast/status/1215356220774764546,"It s been a crazy few months for , doubling in 90 days and 175 in seven months Here are the ten reasons I see behind this rise , and a couple more factors that I DON T think are driving the stock Let me know your thoughts Tesla"
45,1215780535227711488,TSLA,2020-01-10 23:40:42+00:00,PlainSite,398437761,16479,0,256,226,52,33,https://twitter.com/PlainSite/status/1215780535227711488,"Have a great weekend ,"
46,1215780292872376320,TSLA,2020-01-10 23:39:44+00:00,Ross Gerber,349249475,190819,1,2186,188,20,11,https://twitter.com/GerberKawasaki/status/1215780292872376320,Cybertruck envy tesla
47,1215749862098198529,TSLA,2020-01-10 21:38:49+00:00,Rob Maurer,898021206967951360,134887,0,883,198,27,13,https://twitter.com/TeslaPodcast/status/1215749862098198529,short interest for 12 31 19 published Short interest declined by 1.2 M shares 5 from 12 13 to 12 31 stock price rose from $ 358.39 to $ 418.33 17 Next update 01 27 20 for 01 15 20 date 12 31 26.3 M 12 13 27.5 M 11 29 28.7 M 11 15 30.6 M 10 31 31.8 M 10 15 37.2 M
48,1215744208683913216,TSLA,2020-01-10 21:16:21+00:00,Montana Skeptic,1203353022698590209,15425,0,245,100,13,19,https://twitter.com/montana_skeptic/status/1215744208683913216,"Thanks , , for compiling the data on s solar roof tiles Now much larger , available only in black , costing an immense amount to install , suitable only for simple roof planes , looking remarkably ugly"
49,1215733419197583366,TSLA,2020-01-10 20:33:29+00:00,Reflex Research,1012654111584587776,6755,0,143,103,16,9,https://twitter.com/ReflexResearch/status/1215733419197583366,"Q419 Earnings Estimates 1 Revenue $ 7,325 m $ 1,022 m QoQ , $ 100m YoY"
50,1216121889728487425,TSLA,2020-01-11 22:17:07+00:00,🚀 🐉 Steve Hamel 🐉🚀,999632398525530114,7799,0,75,88,19,1,https://twitter.com/SteveHamel16/status/1216121889728487425,That is hilarious
51,1216120736881893376,TSLA,2020-01-11 22:12:32+00:00,Vincent Yu,1689516060,146990,0,813,212,38,3,https://twitter.com/vincent13031925/status/1216120736881893376,Tesla Started Recruit Talents for Germany Gigafactory 4 Tesla Germany GF4
52,1216112766232207360,TSLA,2020-01-11 21:40:52+00:00,JC Oviedo,1142453041364385794,6756,0,145,37,15,2,https://twitter.com/JCOviedo6/status/1216112766232207360,"NHTSA has investigated 23 crashes in which some sort of advanced driver assistance feature is thought to have been a factor , meaning that Tesla s Autopilot system represents an outsize portion of the agency s total special crash investigations"
53,1216106910753218567,TSLA,2020-01-11 21:17:36+00:00,Eva CyberFox 🦊🚽,959471389282578432,28451,0,173,76,16,5,https://twitter.com/EvaFoxU/status/1216106910753218567,Tesla is looking for employees for a German factory Tesla GF4 Gigafactory 4
54,1216101451237412866,TSLA,2020-01-11 20:55:54+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,191,25,105,https://twitter.com/ValueAnalyst1/status/1216101451237412866,"investor base should be more informed than that of any other company by at least an order of magnitude Please reply to this tweet with a link to the article , podcast , or video that added most to your knowledge of and or the world s transition to sustainable energy"
55,1216499344490188800,TSLA,2020-01-12 23:16:59+00:00,Vincent Yu,1689516060,146990,0,813,78,18,2,https://twitter.com/vincent13031925/status/1216499344490188800,Hack Tesla Model 3 and get a prize Tesla challenges you Tesla
56,1216427662568316929,TSLA,2020-01-12 18:32:09+00:00,James Stephenson,367237480,50188,0,476,301,68,19,https://twitter.com/ICannot_Enough/status/1216427662568316929,Click link for animated chart showing U . S sales of the Model 3 vs its nearest in class competitors since 2018 I used 12 trailing month totals to smooth out seasonality
57,1216420365062115329,TSLA,2020-01-12 18:03:09+00:00,Dr Able Lawrence🦉MD DM,19286530,5226,0,80,82,21,13,https://twitter.com/abledoc/status/1216420365062115329,Tesla Model 3 bucks the US Premium Sedan Market Trend with rising annual sales even as competitors lose marketshare Data source Enough TeslaCharts
58,1216402212882022400,TSLA,2020-01-12 16:51:01+00:00,Vincent Yu,1689516060,146990,0,813,228,39,5,https://twitter.com/vincent13031925/status/1216402212882022400,EV rental company UFODrive use Tesla cars to provide quality services Tesla
59,1216367367334187009,TSLA,2020-01-12 14:32:34+00:00,Jay in Shanghai 🇨🇳,1082181922606858241,12447,0,151,154,38,6,https://twitter.com/JayinShanghai/status/1216367367334187009,After Price Drop this is what store across China looks like every weekend Remember to use my referral code if you are looking to buy in China Tesla TeslaChina MIC ChinaMade Model 3
60,1216871553603780608,TSLA,2020-01-13 23:56:01+00:00,Traderstewie,52166809,340768,0,8007,453,69,23,https://twitter.com/traderstewie/status/1216871553603780608,Algos LOVE Round Numbers Look at what has done since breaking thru $ 300 recently Look at what has done since breaking thru $ 500 Look at what has done since breaking thru $ 100 Made a detailed blog post on this topic
61,1216859892088098816,TSLA,2020-01-13 23:09:41+00:00,Ross Gerber,349249475,190819,1,2186,111,11,23,https://twitter.com/GerberKawasaki/status/1216859892088098816,"What Im doing is getting to a position Im ok with so when it does go down again , which it will how much or long who knows but it will at some point You re in a position to hold and even add more on the dips But going all in at $ 525 is kind of stupid"
62,1216859463434432513,TSLA,2020-01-13 23:07:58+00:00,Ross Gerber,349249475,190819,1,2186,355,21,91,https://twitter.com/GerberKawasaki/status/1216859463434432513,"You must understand when you are lucky , like we are now with tesla Dont be greedy , pigs get slaughtered Imagine how you ll feel if it drops back to $ 420 .. LOL that was 13 days ago Be smart kids , please"
63,1216859090753748992,TSLA,2020-01-13 23:06:30+00:00,Ross Gerber,349249475,190819,1,2186,806,56,103,https://twitter.com/GerberKawasaki/status/1216859090753748992,So I have this trading philosophy If I buy a stock like tesla at $ 250 lets say Now its over $ 500 in 6 months I can sell enough to take out my original investment and then hold the rest forever Then you can never really lose I do this in vegas too When I get lucky
64,1216851636330491904,TSLA,2020-01-13 22:36:52+00:00,Ross Gerber,349249475,190819,1,2186,226,15,32,https://twitter.com/GerberKawasaki/status/1216851636330491904,"So bottom line if you re not sure what to do with your tesla shares , give me a call 310 399 6397 We ll take an overview of your situation and make some recommendations as to whats best for your situation This big gain is a gift so please dont F it up"
65,1217220483269251073,TSLA,2020-01-14 23:02:32+00:00,JC Oviedo,1142453041364385794,6756,0,145,62,22,5,https://twitter.com/JCOviedo6/status/1217220483269251073,"Of the top 5 most expensive makes sold at Carvana in the past year , Tesla lost the most value on the used market , at least according to Carvana"
66,1217218762954477568,TSLA,2020-01-14 22:55:42+00:00,The Short Shorts Historian,1052869334509469696,8372,0,105,241,22,23,https://twitter.com/TeslaHistorian/status/1217218762954477568,THIS DAY IN HISTORY RIP 1 year ago
67,1217218206357549056,TSLA,2020-01-14 22:53:29+00:00,Vincent Yu,1689516060,146990,0,813,168,18,1,https://twitter.com/vincent13031925/status/1217218206357549056,Tesla shorts down $ 1.25 billion in mark to market losses
68,1217216783884718080,TSLA,2020-01-14 22:47:50+00:00,尹天熾 - A.K.A. RandyVegetables,1046409061611307008,2190,0,17,177,11,13,https://twitter.com/RandyVegetables/status/1217216783884718080,"bulls When you cash out , be sure to pump that money into Tesla products The shorts want nothing more than for all longs to sell sell sell So buy the products with your well deserved gains , if for no other reason than to piss off the short sellers"
69,1217216495765348352,TSLA,2020-01-14 22:46:42+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,234,20,15,https://twitter.com/ValueAnalyst1/status/1217216495765348352,"Today s chat with a Ford Raptor owner creeping closer to the truck Me Hi May I ask you a couple of questions Cool dude Sure , what s up Me Heard about the Cybertruck Cool dude Yea I put down a deposit Me Thanks Bye NotSellingAShareBefore 5000"
70,1212586424815562752,HD,2020-01-02 04:08:27+00:00,Microlytics,3222829883,987,0,10,41,21,3,https://twitter.com/MicrolyticsLLC/status/1212586424815562752,next leg could see $ 1.75 before consolidating to . 90 $ 1.10 before moving to $ 2 in 2020 on Nasdaq Uplist This is FUSZ on steroids
71,1213244784808083456,BABA,2020-01-03 23:44:32+00:00,𝐁𝐫𝐚𝐧𝐝𝐨𝐧 𝐕𝐚𝐧 𝐙𝐞𝐞,351124316,10631,0,180,95,115,5,https://twitter.com/BrandonVanZee/status/1213244784808083456,The SectorSelector for 01 03 20 is posted Technology Financials Communications Premium Scholars can the full version at It features stocks with 52 week highs like
72,1213254911783124992,BABA,2020-01-04 00:24:46+00:00,Puru Saxena,1033127171298975744,235081,0,5193,40,11,4,https://twitter.com/saxena_puru/status/1213254911783124992,The biggest digital advertising players click on image Long
73,1215040588137062407,BABA,2020-01-08 22:40:25+00:00,CNBC's Fast Money,16732770,426538,1,5420,53,16,4,https://twitter.com/CNBCFastMoney/status/1215040588137062407,What are the must own stocks for this year chris has three picks
74,1214906275882033153,BABA,2020-01-08 13:46:42+00:00,ICE,25570548,54476,1,815,165,64,3,https://twitter.com/ICE_Markets/status/1214906275882033153,2019 returns for every stock in the NYSE FANGplus index with dividends reinvested 88.97 77.95 56.57 54.74 28.18 25.7 23.03 20.89 11.52 20.3 Per FactSet
75,1214850118718853120,BABA,2020-01-08 10:03:33+00:00,Marcus T,1066562261160931329,1216,0,33,194,38,10,https://twitter.com/drstrange92/status/1214850118718853120,"Secular trends in the next decade that I m personally invested in War on cash , , , , Rise of Enterprise software , , , , , , , Rising affluence of Chinese middle class , , ,"
76,1215961756276854784,BABA,2020-01-11 11:40:48+00:00,Lawrence McDonald,25163231,78856,1,2349,52,15,8,https://twitter.com/Convertbond/status/1215961756276854784,"FAANGs off the Highs , June 2019 Where were all the Bulls then Baidu 62 Tesla 54 Twitter 54 NVIDIA 54 Alibaba 30 Facebook 26 Apple 21 Google 20 Netflix 20 Amazon 17 via"
77,1216503060039520256,BABA,2020-01-12 23:31:45+00:00,Puru Saxena,1033127171298975744,235081,0,5193,246,29,36,https://twitter.com/saxena_puru/status/1216503060039520256,Current holdings 1833 in HK
78,1216803933173223425,BABA,2020-01-13 19:27:19+00:00,Gualestrit,857693619406467072,50532,0,705,108,44,4,https://twitter.com/gualestrit/status/1216803933173223425,"Decenas de m ximos hist ricos hoy , entre ellos S P 500 Nasdaq Apple Alibaba Brookfield AM Salesforce Alphabet Facebook Coca Cola Lockheed Martin Mastercard Shopify Tesla Visa"
79,1214906275882033153,NVDA,2020-01-08 13:46:42+00:00,ICE,25570548,54476,1,815,165,64,3,https://twitter.com/ICE_Markets/status/1214906275882033153,2019 returns for every stock in the NYSE FANGplus index with dividends reinvested 88.97 77.95 56.57 54.74 28.18 25.7 23.03 20.89 11.52 20.3 Per FactSet
80,1215961756276854784,NVDA,2020-01-11 11:40:48+00:00,Lawrence McDonald,25163231,78856,1,2349,52,15,8,https://twitter.com/Convertbond/status/1215961756276854784,"FAANGs off the Highs , June 2019 Where were all the Bulls then Baidu 62 Tesla 54 Twitter 54 NVIDIA 54 Alibaba 30 Facebook 26 Apple 21 Google 20 Netflix 20 Amazon 17 via"
81,1217197996393168897,NVDA,2020-01-14 21:33:11+00:00,Not_an_Analyst,1046956676304187392,1973,0,44,106,22,2,https://twitter.com/facts_tesla/status/1217197996393168897,"Stock returns since IPO June 29 , 2010 3064 2260 2006 1621 755 524"
82,1215072770507386885,JNJ,2020-01-09 00:48:18+00:00,Andy Biotech,632341632,80581,0,2143,227,70,9,https://twitter.com/AndyBiotech/status/1215072770507386885,"Oh man , cancers are just too damn smart ... Why KRAS G12C inhibitors result in only partial responses w rather short durability Rapid non uniform adaptation to conformation specific KRAS G12C inhibition"
83,1215653423821086720,NKE,2020-01-10 15:15:36+00:00,CNBC,20402945,4406522,1,36720,82,53,8,https://twitter.com/CNBC/status/1215653423821086720,"The Dow just hit 29,000 . , , , , and have been the best performing components since the Dow hit 28,000 in November"
84,1214596025496875008,TWTR,2020-01-07 17:13:53+00:00,Koyfin,710191573615693824,27930,0,540,142,21,26,https://twitter.com/KoyfinCharts/status/1214596025496875008,"and have the same market cap Which one would you rather own for the next 3 years TWTR mkt cap $ 25B DAU 145m , 17 y y Rev $ 3.4 B , 17 y y Used by Politicians , journalists , trolls SNAP mkt cap $ 24B DAU 210m , 13 y y Rev $ 1.5 B , 43 y y Used by kids , teens"
85,1214906275882033153,TWTR,2020-01-08 13:46:42+00:00,ICE,25570548,54476,1,815,165,64,3,https://twitter.com/ICE_Markets/status/1214906275882033153,2019 returns for every stock in the NYSE FANGplus index with dividends reinvested 88.97 77.95 56.57 54.74 28.18 25.7 23.03 20.89 11.52 20.3 Per FactSet
86,1215961756276854784,TWTR,2020-01-11 11:40:48+00:00,Lawrence McDonald,25163231,78857,1,2349,52,15,8,https://twitter.com/Convertbond/status/1215961756276854784,"FAANGs off the Highs , June 2019 Where were all the Bulls then Baidu 62 Tesla 54 Twitter 54 NVIDIA 54 Alibaba 30 Facebook 26 Apple 21 Google 20 Netflix 20 Amazon 17 via"
87,1216758669720686592,TWTR,2020-01-13 16:27:27+00:00,Steve Burns,203652149,419375,0,6314,148,30,30,https://twitter.com/SJosephBurns/status/1216758669720686592,Stocks to watch in 2020 What stocks are you watching
88,1212406425567318017,AAPL,2020-01-01 16:13:11+00:00,Teddy Vallee,718407582,28792,0,868,192,71,9,https://twitter.com/TeddyVallee/status/1212406425567318017,now larger than the energy sector
89,1212348235936874496,AAPL,2020-01-01 12:21:58+00:00,Gualestrit,857693619406467072,50532,0,705,121,48,2,https://twitter.com/gualestrit/status/1212348235936874496,Dow Jones 2019 Apple 84 Microsoft 55 JPMorgan 43 Visa 42 United Technologies 41 ... Exxon Mobil 2 Boeing 1 3M 7 Pfizer 10 Walgreens 14
90,1212196583837700096,AAPL,2020-01-01 02:19:21+00:00,Steve Burns,203652149,419375,0,6314,90,15,5,https://twitter.com/SJosephBurns/status/1212196583837700096,went up 86.16 in 2019
91,1212876204899848193,AAPL,2020-01-02 23:19:56+00:00,Hex Mage CLB of CCIP,1048358290130751488,13631,0,129,68,10,2,https://twitter.com/ChainlinkBull/status/1212876204899848193,2020 is already a memetic year is over $ 420 currently trading at $ 430 crushing estimates and cruising through $ 300 Largest retail plays in the market just killing it Crypto making yearly lows and in deep re accumulation The stage is set for
92,1212871609838718977,AAPL,2020-01-02 23:01:40+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,701,69,118,https://twitter.com/ValueAnalyst1/status/1212871609838718977,I ll eat my shoe if the market capitalization of is less than that of in 2025
93,1212867452700377088,AAPL,2020-01-02 22:45:09+00:00,Ongaz,950378381828345856,414,0,6,60,28,2,https://twitter.com/ongazord/status/1212867452700377088,"$ 300 all time highs 10 year bull market My grandma owns air pods not bitcoin That s adoption , bitch"
94,1212853385004797952,AAPL,2020-01-02 21:49:15+00:00,Pythia Capital,1136680950769651712,31033,0,599,480,67,46,https://twitter.com/PythiaR/status/1212853385004797952,P E this time last year 13x P E today 26x Same company guys It s the same company
