,Unnamed: 0,ID,Stock,Date,User_Name,User_ID,User_Followers,User_Verified,User_Lists,Likes,Retweets,Replies,URL,Text,neg,neu,pos,compound,sentiment_type
12,12,1213192002243878913,TSLA,2020-01-03 20:14:48+00:00,Rob Maurer,898021206967951360,134887,0,883,361,66,30,https://twitter.com/TeslaPodcast/status/1213192002243878913,"Tesla delivered 112,000 cars in Q4 , and 367,500 on the year 112,000 is more than delivered all of 2017 5 year CAGR 63 4 year CAGR 64 3 year CAGR 69 2 year CAGR 89 Accelerating growth Full report recap here",0.0,0.933,0.067,0.3818,POSITIVE
13,13,1213191314734403584,TSLA,2020-01-03 20:12:04+00:00,Ross Gerber,349249475,190819,1,2186,542,65,27,https://twitter.com/GerberKawasaki/status/1213191314734403584,My very very smart friend Gene Munster at saying Tesla $ 900 That s much higher than even my current thought process This is getting good tesla,0.0,0.689,0.311,0.8724,POSITIVE
14,14,1213189345341067264,TSLA,2020-01-03 20:04:14+00:00,Tesla New York,1374059611,9689,0,226,51,20,4,https://twitter.com/TeslaNY/status/1213189345341067264,"Gene Munster Something that s having as profound of an impact as electrification autonomy which Tesla s doing should be at a base case at a $ 150B company , so putting that together I think you can build a case for a $ 900 stock here Tesla EV",0.0,1.0,0.0,0.0,NEUTRAL
15,15,1213594314535833601,TSLA,2020-01-04 22:53:26+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,220,23,19,https://twitter.com/ValueAnalyst1/status/1213594314535833601,Those who understand finance but do not appreciate Tesla s tech end up shorting at Those who appreciate the tech but do not understand finance may end up selling too soon and may even venture into shorting Those who understand both NotSellingAShareBefore 5000,0.126,0.874,0.0,-0.6979,NEGATIVE
16,16,1213578922698461190,TSLA,2020-01-04 21:52:17+00:00,Tesla New York,1374059611,9689,0,226,2928,467,39,https://twitter.com/TeslaNY/status/1213578922698461190,"Tesla Model 3 police car is so effective , people getting pulled over love it Tesla EV PD Bargersville Police Chief",0.0,0.675,0.325,0.8478,POSITIVE
17,17,1213574878491631616,TSLA,2020-01-04 21:36:12+00:00,Ross Gerber,349249475,190819,1,2186,279,38,30,https://twitter.com/GerberKawasaki/status/1213574878491631616,Tesla fans You ve got to check out this show on Tesla from 9 months ago It s a classic Tesla Stock Bull Case vs Bear Case Full Documentary via,0.0,1.0,0.0,0.0,NEUTRAL
18,18,1213571569131364354,TSLA,2020-01-04 21:23:03+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,212,22,46,https://twitter.com/ValueAnalyst1/status/1213571569131364354,Mark my words Tesla will deliver 2M vehicles in 2021 NotSellingAShareBefore 5000,0.0,1.0,0.0,0.0,NEUTRAL
19,19,1213553722732748800,TSLA,2020-01-04 20:12:08+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,97,14,7,https://twitter.com/ValueAnalyst1/status/1213553722732748800,Tesla has only 11 days of inventory This is 6x lower than industry average NotSellingAShareBefore 5000,0.128,0.872,0.0,-0.296,NEGATIVE
20,20,1213971159370358787,TSLA,2020-01-05 23:50:53+00:00,🔋 AEONde,96764236,359,0,5,84,25,4,https://twitter.com/AEONde/status/1213971159370358787,Plan for GF4 Berlin Brandenburg near Gr nheide according to Sound Emission Prognosis 24 7 production 3 shifts of 2828 personnel 326 material trucks 4 full trains a day 137 outgoing car transporters 2 full trains a day,0.0,0.934,0.066,0.296,POSITIVE
21,21,1213969951201071105,TSLA,2020-01-05 23:46:05+00:00,MOΞ,2245154756,1864,0,32,1996,665,87,https://twitter.com/moesalih_/status/1213969951201071105,Tesla analyst discusses Tesla competitors,0.0,1.0,0.0,0.0,NEUTRAL
22,22,1213960183275065344,TSLA,2020-01-05 23:07:16+00:00,Vincent Yu,1689516060,146990,0,813,177,25,5,https://twitter.com/vincent13031925/status/1213960183275065344,China Made Tesla Model 3 Demand Spikes After The Recent Price Adjustment Tesla China MIC Model 3,0.097,0.903,0.0,-0.128,NEGATIVE
23,23,1213923811189383168,TSLA,2020-01-05 20:42:44+00:00,Ross Gerber,349249475,190819,1,2186,484,28,22,https://twitter.com/GerberKawasaki/status/1213923811189383168,I m ready for my roadster Can t wait ... tesla capitalgains,0.0,0.762,0.238,0.3612,POSITIVE
24,24,1213918967145865217,TSLA,2020-01-05 20:23:29+00:00,James Stephenson,367237480,50188,0,476,322,64,36,https://twitter.com/ICannot_Enough/status/1213918967145865217,"I have updated my long term forecast with Q4 actual deliveries my estimate was close , so the numbers didn t change much GAAP profit expectations Q4 19 $ 0.2 B Q1 20 $ 0.0 B Full year 20 $ 2 3B Full year 21 $ 10 20B",0.0,0.927,0.073,0.4404,POSITIVE
25,25,1214327887077228545,TSLA,2020-01-06 23:28:24+00:00,Montana Skeptic,1203353022698590209,15425,0,245,110,20,7,https://twitter.com/montana_skeptic/status/1214327887077228545,"If batteries really have a cost advantage , why is Tesla charging $ 180 kWh to replace them Btw , welcome to the reality of what happens to your Supercharging battery after 5 years But never mind that , let s criticize Porsche Audi for more conservative battery management",0.074,0.847,0.079,-0.1945,NEGATIVE
26,26,1214322449883582471,TSLA,2020-01-06 23:06:47+00:00,HyperChange,830122005030694920,38027,0,442,355,36,16,https://twitter.com/HyperChangeTV/status/1214322449883582471,s record Q4 deliveries imply another quarter of GAAP profitability positive cashflow,0.0,0.612,0.388,0.6908,POSITIVE
27,27,1214314128506064896,TSLA,2020-01-06 22:33:43+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,129,16,8,https://twitter.com/ValueAnalyst1/status/1214314128506064896,"is , by far , the most undervalued company I ve ever seen NotSellingAShareBefore 5000",0.0,1.0,0.0,0.0,NEUTRAL
28,28,1214303524512645120,TSLA,2020-01-06 21:51:35+00:00,fly4dat,1049788797506990090,5166,0,121,240,34,34,https://twitter.com/fly4dat/status/1214303524512645120,"spent $ 4.6 B on developing a robotaxi network in Q1 Q3 spent $ 1.4 B on the same Plus developing cars , trucks , semis , batteries , energy storage devices , PV panels , solar shingles , manufacturing robots and liquors combined",0.0,0.937,0.063,0.2732,POSITIVE
29,29,1214291998586200064,TSLA,2020-01-06 21:05:47+00:00,Vincent Yu,1689516060,146990,0,813,964,79,24,https://twitter.com/vincent13031925/status/1214291998586200064,"First time in the history , is closed above $ 450 at $ 451.50 Congratulation to all Tesla",0.0,0.782,0.218,0.5994,POSITIVE
30,30,1214690319914000384,TSLA,2020-01-07 23:28:34+00:00,Vincent Yu,1689516060,146990,0,813,659,64,14,https://twitter.com/vincent13031925/status/1214690319914000384,"Li Qiang , secretary of the Shanghai Municipal Party Committee , met with and had a factory tour in Tesla Shanghai Gigafactory 3 Tesla China GF3",0.0,0.886,0.114,0.4019,POSITIVE
31,31,1214672169856372736,TSLA,2020-01-07 22:16:27+00:00,CNBC's Fast Money,16732770,426538,1,5420,156,38,16,https://twitter.com/CNBCFastMoney/status/1214672169856372736,"Tesla hit a new all time high today has been doing some digging on Tesla s convertible debt , she breaks down what it could signal for the stock",0.091,0.909,0.0,-0.3612,NEGATIVE
32,32,1214667604192710656,TSLA,2020-01-07 21:58:18+00:00,Zebra,223187522,1774,0,34,155,18,9,https://twitter.com/mingcalls/status/1214667604192710656,ceo dancing going viral That s equal to how much $ $ $ in ad dollars,0.0,1.0,0.0,0.0,NEUTRAL
33,33,1214666914452197378,TSLA,2020-01-07 21:55:34+00:00,NetflixAndLamp,966734358651592704,2440,0,52,146,19,11,https://twitter.com/NetflixAndLamp/status/1214666914452197378,trading playbook Revenue decline stock up $ 20 Expiring tax credit stock up $ 20 Fake product intro stock up $ 20 Autopilot malfunction stock up $ 20 Battery fire stock up $ 20 Accounting fraud stock up $ 20 Elon dancing stock up $ 20 WWIII stock up $ 20,0.183,0.766,0.051,-0.7717,NEGATIVE
34,34,1214657672626098176,TSLA,2020-01-07 21:18:51+00:00,Ross Gerber,349249475,190819,1,2186,1186,187,32,https://twitter.com/GerberKawasaki/status/1214657672626098176,Tesla is now the most valuable car company in American history The extended rally by Tesla has its value topping the $ 80.81 B cap of Ford in 1999 and easily outdistancing the record cap for pre bankruptcy General Motors GM or post bankruptcy GM Congrats,0.0,0.775,0.225,0.8908,POSITIVE
35,35,1215058206025601024,TSLA,2020-01-08 23:50:25+00:00,Ross Gerber,349249475,190819,1,2186,295,18,27,https://twitter.com/GerberKawasaki/status/1215058206025601024,"Grimes is pregnant , you can t tell ... Hence the Elon happy dance Mars baby coming He shall be named , Kylo Ren tesla",0.078,0.778,0.144,0.4019,POSITIVE
36,36,1215057468792786944,TSLA,2020-01-08 23:47:29+00:00,☀️Alex Sunderland☀️,790440452310704128,19786,0,278,49,23,4,https://twitter.com/SUNNYLAND24/status/1215057468792786944,Working on some more research to prove Validity here .. Digging more into Management and I continue to be impressed Our CEO of 23 Years Experience Strategist Innovater Angel Investor of 15 Companies including Pre Seed and,0.0,0.919,0.081,0.4767,POSITIVE
37,37,1215017512045367300,TSLA,2020-01-08 21:08:43+00:00,🐶Earl of FrunkPuppy 🐶,998140573008695296,50699,0,314,264,25,2,https://twitter.com/28delayslater/status/1215017512045367300,coming into 2020,0.0,1.0,0.0,0.0,NEUTRAL
38,38,1215014757046136834,TSLA,2020-01-08 20:57:46+00:00,Sam E. Antar,17893558,13382,1,345,93,20,5,https://twitter.com/SamAntar/status/1215014757046136834,"I don t understand the big fuss Tesla s financial statements are audited just like Crazy Eddie , Enron , and WorldCom",0.121,0.754,0.126,0.0258,POSITIVE
39,39,1215012444080349187,TSLA,2020-01-08 20:48:35+00:00,James Stephenson,367237480,50188,0,476,303,34,15,https://twitter.com/ICannot_Enough/status/1215012444080349187,Congratulations to for breaking the Guinness world record for longest sustained dead cat bounce,0.213,0.594,0.193,-0.1027,NEGATIVE
40,40,1215405347122417664,TSLA,2020-01-09 22:49:50+00:00,Sam E. Antar,17893558,13382,1,345,80,12,7,https://twitter.com/SamAntar/status/1215405347122417664,I actually like Elon Musk He s excellent source material when I teach about how fraud is done and how easy it is to accomplish nowadays,0.113,0.534,0.353,0.7964,POSITIVE
41,41,1215397649878220800,TSLA,2020-01-09 22:19:15+00:00,TC,962805945020702722,47170,0,739,172,12,19,https://twitter.com/TESLAcharts/status/1215397649878220800,"Dear bulls Keep it up You won t shut us up We have two fundamental truths on our side Elon is a con , and you re either too dumb to see it or too corrupt to care Enjoy the stock price , it won t be here for long",0.055,0.628,0.317,0.9423,POSITIVE
42,42,1215397131374063617,TSLA,2020-01-09 22:17:11+00:00,Vincent Yu,1689516060,146990,0,813,376,67,11,https://twitter.com/vincent13031925/status/1215397131374063617,Bob Lutz thinks Tesla CEO deserves every penny of his performance bonus He also said That $ 100B market cap could well be attained Tesla,0.0,0.797,0.203,0.6808,POSITIVE
43,43,1215390813917548545,TSLA,2020-01-09 21:52:05+00:00,Vincent Yu,1689516060,146990,0,813,153,21,9,https://twitter.com/vincent13031925/status/1215390813917548545,SpaceX s first crewed mission could feature NASA Astronauts arriving in a Tesla Tesla SpaceX,0.0,1.0,0.0,0.0,NEUTRAL
44,44,1215356220774764546,TSLA,2020-01-09 19:34:37+00:00,Rob Maurer,898021206967951360,134887,0,883,259,39,17,https://twitter.com/TeslaPodcast/status/1215356220774764546,"It s been a crazy few months for , doubling in 90 days and 175 in seven months Here are the ten reasons I see behind this rise , and a couple more factors that I DON T think are driving the stock Let me know your thoughts Tesla",0.057,0.943,0.0,-0.34,NEGATIVE
45,45,1215780535227711488,TSLA,2020-01-10 23:40:42+00:00,PlainSite,398437761,16479,0,256,226,52,33,https://twitter.com/PlainSite/status/1215780535227711488,"Have a great weekend ,",0.0,0.328,0.672,0.6249,POSITIVE
46,46,1215780292872376320,TSLA,2020-01-10 23:39:44+00:00,Ross Gerber,349249475,190819,1,2186,188,20,11,https://twitter.com/GerberKawasaki/status/1215780292872376320,Cybertruck envy tesla,0.512,0.488,0.0,-0.2732,NEGATIVE
47,47,1215749862098198529,TSLA,2020-01-10 21:38:49+00:00,Rob Maurer,898021206967951360,134887,0,883,198,27,13,https://twitter.com/TeslaPodcast/status/1215749862098198529,short interest for 12 31 19 published Short interest declined by 1.2 M shares 5 from 12 13 to 12 31 stock price rose from $ 358.39 to $ 418.33 17 Next update 01 27 20 for 01 15 20 date 12 31 26.3 M 12 13 27.5 M 11 29 28.7 M 11 15 30.6 M 10 31 31.8 M 10 15 37.2 M,0.0,0.864,0.136,0.802,POSITIVE
48,48,1215744208683913216,TSLA,2020-01-10 21:16:21+00:00,Montana Skeptic,1203353022698590209,15425,0,245,100,13,19,https://twitter.com/montana_skeptic/status/1215744208683913216,"Thanks , , for compiling the data on s solar roof tiles Now much larger , available only in black , costing an immense amount to install , suitable only for simple roof planes , looking remarkably ugly",0.101,0.817,0.082,-0.1761,NEGATIVE
49,49,1215733419197583366,TSLA,2020-01-10 20:33:29+00:00,Reflex Research,1012654111584587776,6755,0,143,103,16,9,https://twitter.com/ReflexResearch/status/1215733419197583366,"Q419 Earnings Estimates 1 Revenue $ 7,325 m $ 1,022 m QoQ , $ 100m YoY",0.0,1.0,0.0,0.0,NEUTRAL
50,50,1216121889728487425,TSLA,2020-01-11 22:17:07+00:00,🚀 🐉 Steve Hamel 🐉🚀,999632398525530114,7799,0,75,88,19,1,https://twitter.com/SteveHamel16/status/1216121889728487425,That is hilarious,0.0,0.426,0.574,0.4019,POSITIVE
51,51,1216120736881893376,TSLA,2020-01-11 22:12:32+00:00,Vincent Yu,1689516060,146990,0,813,212,38,3,https://twitter.com/vincent13031925/status/1216120736881893376,Tesla Started Recruit Talents for Germany Gigafactory 4 Tesla Germany GF4,0.0,0.75,0.25,0.4588,POSITIVE
52,52,1216112766232207360,TSLA,2020-01-11 21:40:52+00:00,JC Oviedo,1142453041364385794,6756,0,145,37,15,2,https://twitter.com/JCOviedo6/status/1216112766232207360,"NHTSA has investigated 23 crashes in which some sort of advanced driver assistance feature is thought to have been a factor , meaning that Tesla s Autopilot system represents an outsize portion of the agency s total special crash investigations",0.067,0.823,0.11,0.1796,POSITIVE
53,53,1216106910753218567,TSLA,2020-01-11 21:17:36+00:00,Eva CyberFox 🦊🚽,959471389282578432,28451,0,173,76,16,5,https://twitter.com/EvaFoxU/status/1216106910753218567,Tesla is looking for employees for a German factory Tesla GF4 Gigafactory 4,0.0,1.0,0.0,0.0,NEUTRAL
54,54,1216101451237412866,TSLA,2020-01-11 20:55:54+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,191,25,105,https://twitter.com/ValueAnalyst1/status/1216101451237412866,"investor base should be more informed than that of any other company by at least an order of magnitude Please reply to this tweet with a link to the article , podcast , or video that added most to your knowledge of and or the world s transition to sustainable energy",0.0,0.911,0.089,0.5267,POSITIVE
55,55,1216499344490188800,TSLA,2020-01-12 23:16:59+00:00,Vincent Yu,1689516060,146990,0,813,78,18,2,https://twitter.com/vincent13031925/status/1216499344490188800,Hack Tesla Model 3 and get a prize Tesla challenges you Tesla,0.0,0.635,0.365,0.5574,POSITIVE
56,56,1216427662568316929,TSLA,2020-01-12 18:32:09+00:00,James Stephenson,367237480,50188,0,476,301,68,19,https://twitter.com/ICannot_Enough/status/1216427662568316929,Click link for animated chart showing U . S sales of the Model 3 vs its nearest in class competitors since 2018 I used 12 trailing month totals to smooth out seasonality,0.0,1.0,0.0,0.0,NEUTRAL
57,57,1216420365062115329,TSLA,2020-01-12 18:03:09+00:00,Dr Able Lawrence🦉MD DM,19286530,5226,0,80,82,21,13,https://twitter.com/abledoc/status/1216420365062115329,Tesla Model 3 bucks the US Premium Sedan Market Trend with rising annual sales even as competitors lose marketshare Data source Enough TeslaCharts,0.114,0.886,0.0,-0.4019,NEGATIVE
58,58,1216402212882022400,TSLA,2020-01-12 16:51:01+00:00,Vincent Yu,1689516060,146990,0,813,228,39,5,https://twitter.com/vincent13031925/status/1216402212882022400,EV rental company UFODrive use Tesla cars to provide quality services Tesla,0.0,1.0,0.0,0.0,NEUTRAL
59,59,1216367367334187009,TSLA,2020-01-12 14:32:34+00:00,Jay in Shanghai 🇨🇳,1082181922606858241,12447,0,151,154,38,6,https://twitter.com/JayinShanghai/status/1216367367334187009,After Price Drop this is what store across China looks like every weekend Remember to use my referral code if you are looking to buy in China Tesla TeslaChina MIC ChinaMade Model 3,0.061,0.867,0.072,0.1027,POSITIVE
60,60,1216871553603780608,TSLA,2020-01-13 23:56:01+00:00,Traderstewie,52166809,340768,0,8007,453,69,23,https://twitter.com/traderstewie/status/1216871553603780608,Algos LOVE Round Numbers Look at what has done since breaking thru $ 300 recently Look at what has done since breaking thru $ 500 Look at what has done since breaking thru $ 100 Made a detailed blog post on this topic,0.0,0.885,0.115,0.7125,POSITIVE
61,61,1216859892088098816,TSLA,2020-01-13 23:09:41+00:00,Ross Gerber,349249475,190819,1,2186,111,11,23,https://twitter.com/GerberKawasaki/status/1216859892088098816,"What Im doing is getting to a position Im ok with so when it does go down again , which it will how much or long who knows but it will at some point You re in a position to hold and even add more on the dips But going all in at $ 525 is kind of stupid",0.084,0.889,0.027,-0.664,NEGATIVE
62,62,1216859463434432513,TSLA,2020-01-13 23:07:58+00:00,Ross Gerber,349249475,190819,1,2186,355,21,91,https://twitter.com/GerberKawasaki/status/1216859463434432513,"You must understand when you are lucky , like we are now with tesla Dont be greedy , pigs get slaughtered Imagine how you ll feel if it drops back to $ 420 .. LOL that was 13 days ago Be smart kids , please",0.0,0.689,0.311,0.9299,POSITIVE
63,63,1216859090753748992,TSLA,2020-01-13 23:06:30+00:00,Ross Gerber,349249475,190819,1,2186,806,56,103,https://twitter.com/GerberKawasaki/status/1216859090753748992,So I have this trading philosophy If I buy a stock like tesla at $ 250 lets say Now its over $ 500 in 6 months I can sell enough to take out my original investment and then hold the rest forever Then you can never really lose I do this in vegas too When I get lucky,0.0,0.817,0.183,0.8432,POSITIVE
64,64,1216851636330491904,TSLA,2020-01-13 22:36:52+00:00,Ross Gerber,349249475,190819,1,2186,226,15,32,https://twitter.com/GerberKawasaki/status/1216851636330491904,"So bottom line if you re not sure what to do with your tesla shares , give me a call 310 399 6397 We ll take an overview of your situation and make some recommendations as to whats best for your situation This big gain is a gift so please dont F it up",0.032,0.714,0.255,0.9291,POSITIVE
65,65,1217220483269251073,TSLA,2020-01-14 23:02:32+00:00,JC Oviedo,1142453041364385794,6756,0,145,62,22,5,https://twitter.com/JCOviedo6/status/1217220483269251073,"Of the top 5 most expensive makes sold at Carvana in the past year , Tesla lost the most value on the used market , at least according to Carvana",0.075,0.779,0.146,0.2944,POSITIVE
66,66,1217218762954477568,TSLA,2020-01-14 22:55:42+00:00,The Short Shorts Historian,1052869334509469696,8372,0,105,241,22,23,https://twitter.com/TeslaHistorian/status/1217218762954477568,THIS DAY IN HISTORY RIP 1 year ago,0.0,1.0,0.0,0.0,NEUTRAL
67,67,1217218206357549056,TSLA,2020-01-14 22:53:29+00:00,Vincent Yu,1689516060,146990,0,813,168,18,1,https://twitter.com/vincent13031925/status/1217218206357549056,Tesla shorts down $ 1.25 billion in mark to market losses,0.231,0.769,0.0,-0.4019,NEGATIVE
68,68,1217216783884718080,TSLA,2020-01-14 22:47:50+00:00,尹天熾 - A.K.A. RandyVegetables,1046409061611307008,2190,0,17,177,11,13,https://twitter.com/RandyVegetables/status/1217216783884718080,"bulls When you cash out , be sure to pump that money into Tesla products The shorts want nothing more than for all longs to sell sell sell So buy the products with your well deserved gains , if for no other reason than to piss off the short sellers",0.089,0.764,0.147,0.296,POSITIVE
69,69,1217216495765348352,TSLA,2020-01-14 22:46:42+00:00,Yaman Tasdivar,732548050728701953,12301,0,256,234,20,15,https://twitter.com/ValueAnalyst1/status/1217216495765348352,"Today s chat with a Ford Raptor owner creeping closer to the truck Me Hi May I ask you a couple of questions Cool dude Sure , what s up Me Heard about the Cybertruck Cool dude Yea I put down a deposit Me Thanks Bye NotSellingAShareBefore 5000",0.0,0.786,0.214,0.8316,POSITIVE
70,70,1212586424815562752,HD,2020-01-02 04:08:27+00:00,Microlytics,3222829883,987,0,10,41,21,3,https://twitter.com/MicrolyticsLLC/status/1212586424815562752,next leg could see $ 1.75 before consolidating to . 90 $ 1.10 before moving to $ 2 in 2020 on Nasdaq Uplist This is FUSZ on steroids,0.0,1.0,0.0,0.0,NEUTRAL
71,71,1213244784808083456,BABA,2020-01-03 23:44:32+00:00,𝐁𝐫𝐚𝐧𝐝𝐨𝐧 𝐕𝐚𝐧 𝐙𝐞𝐞,351124316,10631,0,180,95,115,5,https://twitter.com/BrandonVanZee/status/1213244784808083456,The SectorSelector for 01 03 20 is posted Technology Financials Communications Premium Scholars can the full version at It features stocks with 52 week highs like,0.0,0.909,0.091,0.3612,POSITIVE
72,72,1213254911783124992,BABA,2020-01-04 00:24:46+00:00,Puru Saxena,1033127171298975744,235081,0,5193,40,11,4,https://twitter.com/saxena_puru/status/1213254911783124992,The biggest digital advertising players click on image Long,0.0,1.0,0.0,0.0,NEUTRAL
73,73,1215040588137062407,BABA,2020-01-08 22:40:25+00:00,CNBC's Fast Money,16732770,426538,1,5420,53,16,4,https://twitter.com/CNBCFastMoney/status/1215040588137062407,What are the must own stocks for this year chris has three picks,0.0,1.0,0.0,0.0,NEUTRAL
74,74,1214906275882033153,BABA,2020-01-08 13:46:42+00:00,ICE,25570548,54476,1,815,165,64,3,https://twitter.com/ICE_Markets/status/1214906275882033153,2019 returns for every stock in the NYSE FANGplus index with dividends reinvested 88.97 77.95 56.57 54.74 28.18 25.7 23.03 20.89 11.52 20.3 Per FactSet,0.0,1.0,0.0,0.0,NEUTRAL
75,75,1214850118718853120,BABA,2020-01-08 10:03:33+00:00,Marcus T,1066562261160931329,1216,0,33,194,38,10,https://twitter.com/drstrange92/status/1214850118718853120,"Secular trends in the next decade that I m personally invested in War on cash , , , , Rise of Enterprise software , , , , , , , Rising affluence of Chinese middle class , , ,",0.151,0.849,0.0,-0.5994,NEGATIVE
76,76,1215961756276854784,BABA,2020-01-11 11:40:48+00:00,Lawrence McDonald,25163231,78856,1,2349,52,15,8,https://twitter.com/Convertbond/status/1215961756276854784,"FAANGs off the Highs , June 2019 Where were all the Bulls then Baidu 62 Tesla 54 Twitter 54 NVIDIA 54 Alibaba 30 Facebook 26 Apple 21 Google 20 Netflix 20 Amazon 17 via",0.0,0.95,0.05,0.1779,POSITIVE
77,77,1216503060039520256,BABA,2020-01-12 23:31:45+00:00,Puru Saxena,1033127171298975744,235081,0,5193,246,29,36,https://twitter.com/saxena_puru/status/1216503060039520256,Current holdings 1833 in HK,0.0,1.0,0.0,0.0,NEUTRAL
78,78,1216803933173223425,BABA,2020-01-13 19:27:19+00:00,Gualestrit,857693619406467072,50532,0,705,108,44,4,https://twitter.com/gualestrit/status/1216803933173223425,"Decenas de m ximos hist ricos hoy , entre ellos S P 500 Nasdaq Apple Alibaba Brookfield AM Salesforce Alphabet Facebook Coca Cola Lockheed Martin Mastercard Shopify Tesla Visa",0.0,1.0,0.0,0.0,NEUTRAL
79,79,1214906275882033153,NVDA,2020-01-08 13:46:42+00:00,ICE,25570548,54476,1,815,165,64,3,https://twitter.com/ICE_Markets/status/1214906275882033153,2019 returns for every stock in the NYSE FANGplus index with dividends reinvested 88.97 77.95 56.57 54.74 28.18 25.7 23.03 20.89 11.52 20.3 Per FactSet,0.0,1.0,0.0,0.0,NEUTRAL
